,Country,Year,Sex,Deaths1,MEASURE,Value
632,South Africa,2006,F,597608,KG_CAP,41.013000000000005
633,South Africa,2006,M,613352,KG_CAP,41.013000000000005
634,South Africa,2007,F,587842,KG_CAP,43.613
635,South Africa,2007,M,612468,KG_CAP,43.613
636,South Africa,2008,F,577082,KG_CAP,44.641
637,South Africa,2008,M,605488,KG_CAP,44.641
638,South Africa,2009,F,554906,KG_CAP,45.198
639,South Africa,2009,M,588334,KG_CAP,45.198
640,South Africa,2010,F,526206,KG_CAP,47.114
641,South Africa,2010,M,559364,KG_CAP,47.114
642,South Africa,2011,F,494418,KG_CAP,47.894
643,South Africa,2011,M,530338,KG_CAP,47.894
644,South Africa,2012,F,466710,KG_CAP,48.520999999999994
645,South Africa,2012,M,511226,KG_CAP,48.520999999999994
646,South Africa,2013,F,435494,KG_CAP,51.93299999999999
647,South Africa,2013,M,478376,KG_CAP,51.93299999999999
648,South Africa,2014,F,429652,KG_CAP,53.32900000000001
649,South Africa,2014,M,473226,KG_CAP,53.32900000000001
650,South Africa,2015,F,434174,KG_CAP,53.545
651,South Africa,2015,M,482312,KG_CAP,53.545
652,Switzerland,2000,F,64268,KG_CAP,54.691
653,Switzerland,2000,M,60822,KG_CAP,54.691
654,Switzerland,2001,F,62724,KG_CAP,55.11299999999999
655,Switzerland,2001,M,59842,KG_CAP,55.11299999999999
656,Switzerland,2002,F,64082,KG_CAP,55.861
657,Switzerland,2002,M,59454,KG_CAP,55.861
658,Switzerland,2003,F,65570,KG_CAP,55.506
659,Switzerland,2003,M,60570,KG_CAP,55.506
660,Switzerland,2004,F,62378,KG_CAP,55.062
661,Switzerland,2004,M,57982,KG_CAP,55.062
662,Switzerland,2005,F,62832,KG_CAP,55.018
663,Switzerland,2005,M,59416,KG_CAP,55.018
664,Switzerland,2006,F,62142,KG_CAP,55.022999999999996
665,Switzerland,2006,M,58424,KG_CAP,55.022999999999996
666,Switzerland,2007,F,63090,KG_CAP,56.138999999999996
667,Switzerland,2007,M,59088,KG_CAP,56.138999999999996
668,Switzerland,2008,F,63518,KG_CAP,57.266
669,Switzerland,2008,M,58948,KG_CAP,57.266
670,Switzerland,2009,F,64838,KG_CAP,56.526
671,Switzerland,2009,M,60024,KG_CAP,56.526
672,Switzerland,2010,F,64732,KG_CAP,57.593999999999994
673,Switzerland,2010,M,60566,KG_CAP,57.593999999999994
674,Switzerland,2011,F,63994,KG_CAP,57.388
675,Switzerland,2011,M,60184,KG_CAP,57.388
676,Switzerland,2012,F,66952,KG_CAP,55.472
677,Switzerland,2012,M,61394,KG_CAP,55.472
678,Switzerland,2013,F,67408,KG_CAP,54.449
679,Switzerland,2013,M,62514,KG_CAP,54.449
680,Switzerland,2014,F,65934,KG_CAP,55.396
681,Switzerland,2014,M,61792,KG_CAP,55.396
682,Switzerland,2015,F,69920,KG_CAP,54.32599999999999
683,Switzerland,2015,M,65292,KG_CAP,54.32599999999999
684,Switzerland,2016,F,67362,KG_CAP,54.364000000000004
685,Switzerland,2016,M,62566,KG_CAP,54.364000000000004
686,Switzerland,2017,F,69130,KG_CAP,53.07000000000001
687,Switzerland,2017,M,64812,KG_CAP,53.07000000000001
688,Switzerland,2018,F,69384,KG_CAP,51.75899999999999
689,Switzerland,2018,M,64792,KG_CAP,51.75899999999999
690,Thailand,2000,F,303682,KG_CAP,21.168000000000003
691,Thailand,2000,M,427484,KG_CAP,21.168000000000003
692,Thailand,2002,F,321768,KG_CAP,20.348
693,Thailand,2002,M,438960,KG_CAP,20.348
694,Thailand,2003,F,324338,KG_CAP,21.723
695,Thailand,2003,M,443924,KG_CAP,21.723
696,Thailand,2004,F,337130,KG_CAP,19.997
697,Thailand,2004,M,450054,KG_CAP,19.997
698,Thailand,2005,F,339504,KG_CAP,22.570999999999998
699,Thailand,2005,M,451244,KG_CAP,22.570999999999998
700,Thailand,2006,F,336630,KG_CAP,22.356
701,Thailand,2006,M,445622,KG_CAP,22.356
702,Thailand,2007,F,342170,KG_CAP,23.721
703,Thailand,2007,M,444338,KG_CAP,23.721
704,Thailand,2008,F,346474,KG_CAP,20.45
705,Thailand,2008,M,448180,KG_CAP,20.45
706,Thailand,2009,F,341966,KG_CAP,20.157
707,Thailand,2009,M,445528,KG_CAP,20.157
708,Thailand,2010,F,357080,KG_CAP,20.48
709,Thailand,2010,M,465582,KG_CAP,20.48
710,Thailand,2011,F,358962,KG_CAP,19.904
711,Thailand,2011,M,470378,KG_CAP,19.904
712,Thailand,2012,F,358812,KG_CAP,21.974
713,Thailand,2012,M,471468,KG_CAP,21.974
714,Thailand,2013,F,368492,KG_CAP,25.021
715,Thailand,2013,M,483638,KG_CAP,25.021
716,Thailand,2014,F,379444,KG_CAP,25.782
717,Thailand,2014,M,491804,KG_CAP,25.782
718,Thailand,2015,F,387324,KG_CAP,22.143
719,Thailand,2015,M,504604,KG_CAP,22.143
720,Thailand,2016,F,407292,KG_CAP,20.386
721,Thailand,2016,M,530878,KG_CAP,20.386
722,Thailand,2017,F,394618,KG_CAP,19.305
723,Thailand,2017,M,521402,KG_CAP,19.305
724,Thailand,2018,F,399294,KG_CAP,19.54
725,Thailand,2018,M,524342,KG_CAP,19.54
726,Thailand,2019,F,428830,KG_CAP,18.959
727,Thailand,2019,M,559848,KG_CAP,18.959
728,Turkey,2009,F,251152,KG_CAP,21.794
729,Turkey,2009,M,311856,KG_CAP,21.794
730,Turkey,2010,F,265534,KG_CAP,25.990000000000002
731,Turkey,2010,M,323468,KG_CAP,25.990000000000002
732,Turkey,2011,F,281030,KG_CAP,27.531000000000002
733,Turkey,2011,M,343468,KG_CAP,27.531000000000002
734,Turkey,2012,F,289974,KG_CAP,28.542
735,Turkey,2012,M,351960,KG_CAP,28.542
736,Turkey,2013,F,321648,KG_CAP,28.529
737,Turkey,2013,M,393418,KG_CAP,28.529
738,Turkey,2014,F,349494,KG_CAP,29.716
739,Turkey,2014,M,417712,KG_CAP,29.716
740,Turkey,2015,F,361988,KG_CAP,31.978
741,Turkey,2015,M,431954,KG_CAP,31.978
742,Turkey,2016,F,382340,KG_CAP,31.571999999999996
743,Turkey,2016,M,457908,KG_CAP,31.571999999999996
744,Turkey,2019,F,395794,KG_CAP,32.797000000000004
745,Turkey,2019,M,476088,KG_CAP,32.797000000000004
746,Ukraine,2005,F,1112201,KG_CAP,30.121
747,Ukraine,2005,M,1196721,KG_CAP,30.121
748,Ukraine,2006,F,1091494,KG_CAP,33.49100000000001
749,Ukraine,2006,M,1147989,KG_CAP,33.49100000000001
750,Ukraine,2007,F,1088049,KG_CAP,36.458999999999996
751,Ukraine,2007,M,1166697,KG_CAP,36.458999999999996
752,Ukraine,2008,F,1084570,KG_CAP,41.851
753,Ukraine,2008,M,1147155,KG_CAP,41.851
754,Ukraine,2009,F,1048552,KG_CAP,39.736
755,Ukraine,2009,M,1043839,KG_CAP,39.736
756,Ukraine,2010,F,1055174,KG_CAP,41.074999999999996
757,Ukraine,2010,M,1014129,KG_CAP,41.074999999999996
758,Ukraine,2011,F,1003596,KG_CAP,40.187
759,Ukraine,2011,M,967754,KG_CAP,40.187
760,Ukraine,2012,F,1000798,KG_CAP,44.383
761,Ukraine,2012,M,968754,KG_CAP,44.383
762,Ukraine,2014,F,953591,KG_CAP,41.043
763,Ukraine,2014,M,924364,KG_CAP,41.043
764,Ukraine,2015,F,898699,KG_CAP,39.77100000000001
765,Ukraine,2015,M,867423,KG_CAP,39.77100000000001
766,Ukraine,2017,F,862393,KG_CAP,39.357
767,Ukraine,2017,M,833789,KG_CAP,39.357
768,Ukraine,2018,F,875689,KG_CAP,39.888000000000005
769,Ukraine,2018,M,858669,KG_CAP,39.888000000000005
770,Ukraine,2019,F,865092,KG_CAP,40.126999999999995
771,Ukraine,2019,M,850234,KG_CAP,40.126999999999995
